RespondentID,Feedback,clean_feedback
1463,I'll definitely buy again. Would recommend it to friends. 😋,ill definitely buy again would recommend it to friends
1464,Amazing aroma 😊,amazing aroma
1465,Wouldn't buy again. Customer service was great too. 😅,wouldnt buy again customer service was great too
1466,Amazing aroma. ngl I expected more. 😕,amazing aroma honestly i expected more
1467,"Love the aroma, not a fan of the aftertaste. 😋",love the aroma not a fan of the aftertaste
1468,Works gr8 with milk but black cofee isn't my favourite. Customer service was great too.,works gr with milk but black cofee isnt my favourite customer service was great too
1469,My morning feels incomplete without it. I drink it every morning. 😅,my morning feels incomplete without it i drink it every morning
1470,Expected better 😅,expected better
1471,Pretty good overall although I expected a stronger roast. I drink it every morning. 😋,pretty good overall although i expected a stronger roast i drink it every morning
1472,Didn't enjoy the aftertaste. Hope you keep the quality consistent. 😊,didnt enjoy the aftertaste hope you keep the quality consistent
1473,Love it ☕ ❤️,love it
1474,My morning feels incomplete without it. Please introduce more roast options. 👌,my morning feels incomplete without it please introduce more roast options
1475,My morning feels incomplete without it. Customer service was great too. 😍,my morning feels incomplete without it customer service was great too
1476,Too bitter for me. ☕,too bitter for me
1477,Very balanced flavour. imo it's one of the better brands.,very balanced flavour opinion its one of the better brands
1478,Didn't enjoy the aftertaste. imo it's one of the better brands. 😊,didnt enjoy the aftertaste opinion its one of the better brands
1479,Meh. 😅,meh
1480,Super smooth taste. Delivery was really fast.,super smooth taste delivery was really fast
1481,Super smooth taste. Customer service was great too. 👌,super smooth taste customer service was great too
1482,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👎,taste is nice but its a bit pricey hope you keep the quality consistent
1483,Worth every penny. imo it's one of the better brands. ❤️,worth every penny opinion its one of the better brands
1484,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😍,works great with milk but black coffee isnt my favourite honestly i expected more
1485,Very balanced flavour 👌,very balanced flavour
1486,Love this coffee. 😅,love this coffee
1487,Pretty good! ❤️,pretty good
1488,Pretty good overall although I expected a stronger roast. ❤️,pretty good overall although i expected a stronger roast
1489,I'll definitely buy again. Hope you keep the quality consistent. 😅,ill definitely buy again hope you keep the quality consistent
1490,Very balanced flavour ❤️,very balanced flavour
1491,Wouldn't buy again. Would love a decaf version. 😅,wouldnt buy again would love a decaf version
1492,Too bitter for me. Delivery was really fast. 😕,too bitter for me delivery was really fast
1493,Super smooth taste. Would recomend it to friends.,super smooth taste would recomend it to friends
1494,Didn't enjoy the aftertaste.,didnt enjoy the aftertaste
1495,Really enjoying Coffee X. imo it's one of the better brands. 😊,really enjoying coffee x opinion its one of the better brands
1496,Bit disappointed 👌,bit disappointed
1497,Taste is kinda weak. Hope you keep the quality consistent.,taste is kinda weak hope you keep the quality consistent
1498,Packaging looks premium but freshness could improve. Would love a decaf version. 😍,packaging looks premium but freshness could improve would love a decaf version
1499,My morning feels incomplete without it. 👎,my morning feels incomplete without it
1500,Not as fesh as expected. Delivery was really fast.,not as fesh as expected delivery was really fast
